id_prestamo,fecha,id_libro,generos,formato,perfil_socio,sala,dias_prestamo,renovaciones,dias_retraso,comentario
2754,2026-03-17,L0031,ciencia ficcion;poesia,Ebook,Infantil,Barrio Sur,14.0,1,"0,0 dias",El socio pide renovar otra vez
463,2026-01-27,L0049,poesia;novela negra,Fisico,Infantil,Central,14.0,0,0.0,
3045,23/03/2026,L0078,novela negra,Audiolibro,Senior,Barrio Norte,30.0,0,0.0,
2046,02/03/2026,L0030,fantasia;historica;juvenil,Fisico,Senior,Barrio Norte,30.0,0,1.0,
3816,06-04-26,L0018,biografia;fantasia,Fisico,Infantil,Barrio Sur,7.0,1,"0,0 dias",
2134,2026-03-04,L0160,romantica;ensayo,Fisico,Infantil,Central,30.0,0,1.0,
7938,2026-06-13,L0069,ciencia ficcion;fantasia,Audiolibro,Infantil,Central,14.0,1,0.0,
5397,2026-05-04,L0119,novela negra;romantica,Fisico,Adulto,CENTRAL,21.0,1,4.0,Le falta la sobrecubierta
5287,02-05-26,L0062,ciencia ficcion;novela negra,Fisico,Infantil,Barrio Norte,30.0,2,18.0,
9017,2026-06-30,L0170,ciencia ficcion;novela negra,Fisico,Adulto,Barrio Sur,14.0,2,"0,0 dias",
3652,04/04/2026,L0058,biografia;ciencia ficcion,Fisico,Senior,Barrio Norte,30.0,0,0.0,
2288,2026-03-07,L0102,romantica;novela negra;fantasia,Fisico,Adulto,Central,21.0,0,0.0,
7213,2026-06-03,L0200,ciencia ficcion;fantasia;terror,Ebook,Adulto,Barrio Norte,21.0,2,0.0,
829,2026-02-04,L0071,terror,Fisico,Senior,Barrio Sur,7.0,0,0.0,
8293,2026-06-19,L0038,poesia;ciencia ficcion,Audiolibro,Senior,Barrio Sur,7.0,0,0.0,El socio pide renovar otra vez
4982,2026-04-27,L0200,ciencia ficcion;fantasia;terror,Fisico,Adulto,Barrio Norte,7.0,0,8.0,
1673,22-02-26,L0023,juvenil;biografia,Fisico,Adulto,CENTRAL,14.0,0,3.0,
2516,12/03/2026,L0010,ensayo;novela negra,Fisico,Senior,Central,14.0,0,0.0,
1689,22-02-26,L0123,historica;juvenil,Ebook,Adulto,Barrio Norte,21.0,1,0.0,
6238,18/05/2026,L0134,romantica;novela negra;biografia,Ebook,Adulto,Barrio Sur,14.0,1,0.0,"Muy solicitado, hay lista de espera"
5847,2026-05-12,L0017,ciencia ficcion;juvenil;novela negra,Fisico,Adulto,Barrio Norte,21.0,1,5.0,
9803,2026-07-12,L0044,novela negra;historica,Audiolibro,Adulto,Barrio Norte,7.0,0,0.0,
3528,01/04/2026,L0044,novela negra;historica,Ebook,Infantil,Central,30.0,1,0.0,
2692,2026-03-15,L0062,ciencia ficcion;novela negra,Fisico,Senior,Central,14.0,0,0.0,
8270,2026-06-19,L0065,biografia,Fisico,Senior,Barrio Sur,14.0,1,0.0,Devuelto en perfecto estado
3662,2026-04-04,L0005,poesia,Audiolibro,Adulto,Barrio Norte,21.0,0,0.0,
1714,23-02-26,L0020,fantasia;novela negra,Ebook,Senior,Central,30.0,0,0.0,
21,2026-01-16,L0028,juvenil;novela negra;historica,Ebook,Adulto,Barrio Sur,21.0,2,0.0,
5712,2026-05-10,L0032,poesia;novela negra,Fisico,Infantil,Barrio Sur,14.0,0,0.0,
8200,2026-06-18,L0047,ciencia ficcion;novela negra;romantica,Fisico,Adulto,Barrio Norte,30.0,0,5.0,
4748,2026-04-23,L0142,historica;juvenil,Ebook,Adulto,Central,,0,0.0,
6335,2026-05-20,L0032,poesia;novela negra,Ebook,Adulto,Barrio Norte,14.0,0,0.0,El socio pide renovar otra vez
2454,2026-03-11,L0130,juvenil;ciencia ficcion,Fisico,Senior,Barrio Sur,30.0,1,0.0,
1296,15/02/2026,L0044,novela negra;historica,Fisico,Senior,Barrio Sur,30.0,0,0.0,"Muy solicitado, hay lista de espera"
5590,08/05/2026,L0034,novela negra;terror,Fisico,Senior,Barrio Sur,14.0,1,0.0,
592,30-01-26,L0119,novela negra;romantica,Fisico,Senior,Central,30.0,0,9.0,
1407,2026-02-17,L0034,novela negra;terror,Fisico,Adulto,Barrio Sur,30.0,0,1.0,
222,21-01-26,L0034,novela negra;terror,Fisico,Infantil,Barrio Norte,14.0,0,0.0,
5717,10/05/2026,L0044,novela negra;historica,Ebook,Infantil,Central,21.0,0,0.0,
9136,02-07-26,L0049,poesia;novela negra,Fisico,Infantil,Central,14.0,0,0.0,
9532,2026-07-08,L0047,ciencia ficcion;novela negra;romantica,Ebook,Adulto,Barrio Norte,21.0,0,0.0,
859,05-02-26,L0105,juvenil;historica,Fisico,Adulto,Central,7.0,0,0.0,
7243,2026-06-03,L0179,poesia,Fisico,Senior,Barrio Sur,14.0,0,0.0,
9984,2026-07-14,L0059,poesia;biografia,Fisico,Adulto,Barrio Sur,14.0,0,3.0,
6780,2026-05-26,L0065,biografia,Fisico,Infantil,Central,21.0,0,0.0,
842,2026-02-05,L0027,poesia;fantasia;historica,Fisico,Adulto,Barrio Sur,14.0,1,3.0,
1732,23/02/2026,L0034,novela negra;terror,Fisico,Adulto,Central,21.0,1,0.0,
6113,2026-05-16,L0012,ciencia ficcion;romantica;terror,Fisico,Infantil,Central,7.0,0,0.0,
8716,2026-06-26,L0056,ensayo;poesia,Fisico,Adulto,Central,30.0,1,0.0,
9432,2026-07-06,L0008,romantica;juvenil;ensayo,Fisico,Adulto,Barrio Norte,30.0,0,0.0,
7399,2026-06-06,L0015,poesia,Fisico,Senior,barrio norte,21.0,0,0.0,
1656,2026-02-22,L0062,ciencia ficcion;novela negra,Fisico,Infantil,Barrio Sur,21.0,0,0.0,
995,08/02/2026,L0033,ciencia ficcion;fantasia;romantica,Fisico,Senior,Barrio Sur,14.0,2,11.0,
4048,11-04-26,L0044,novela negra;historica,Ebook,Adulto,Barrio Norte,21.0,1,0.0,
731,2026-02-02,L0003,biografia;poesia,Audiolibro,Adulto,Barrio Norte,21.0,0,"0,0 dias",
1555,2026-02-20,L0074,terror;biografia,Ebook,Adulto,Barrio Sur,21.0,0,0.0,
6176,2026-05-17,L0010,ensayo;novela negra,Fisico,Senior,Central,21.0,0,0.0,
2413,10/03/2026,L0005,poesia,Fisico,Adulto,Barrio Sur,30.0,0,0.0,Devuelto en perfecto estado
2518,12-03-26,L0030,fantasia;historica;juvenil,Fisico,Infantil,Barrio Norte,30.0,1,0.0,
2237,06/03/2026,L0046,ciencia ficcion,Fisico,Adulto,Central,21.0,0,"0,0 dias",
8994,2026-06-30,L0103,romantica;fantasia,Ebook,Adulto,Central,7.0,1,0.0,El socio pide renovar otra vez
3699,04-04-26,L0127,juvenil,Fisico,Infantil,Barrio Sur,14.0,0,0.0,
1767,2026-02-24,L0140,juvenil,Audiolibro,Adulto,Barrio Norte,14.0,2,0.0,
5144,2026-04-30,L0028,juvenil;novela negra;historica,Fisico,Infantil,Central,21.0,1,1.0,
2070,03-03-26,L0071,terror,Fisico,Adulto,Barrio Sur,30.0,1,,
1794,2026-02-25,L0005,poesia,Fisico,Adulto,Barrio Sur,7.0,2,4.0,
466,2026-01-27,L0010,ensayo;novela negra,Fisico,Senior,Barrio Sur,30.0,0,0.0,
4951,26/04/2026,L0007,historica;novela negra,Fisico,Senior,  Central ,14.0,1,2.0,
6879,2026-05-28,L0019,terror,Fisico,Adulto,Barrio Norte,7.0,0,22.0,
8127,16/06/2026,L0073,poesia,Ebook,,Barrio Norte,14.0,1,0.0,
7217,03-06-26,L0028,juvenil;novela negra;historica,Ebook,Adulto,Barrio Norte,7.0,0,0.0,
158,2026-01-19,L0028,juvenil;novela negra;historica,Fisico,Infantil,Barrio Sur,14.0,1,0.0,
8264,2026-06-19,L0085,terror;romantica;ensayo,Audiolibro,Infantil,Barrio Norte,21.0,1,0.0,
4641,21/04/2026,L0011,fantasia,Fisico,Infantil,Central,30.0,2,0.0,El socio pide renovar otra vez
3275,2026-03-27,L0016,historica,Fisico,Adulto,Barrio Sur,14.0,0,4.0,
186,2026-01-20,L0011,fantasia,Audiolibro,Adulto,Central,7.0,0,0.0,
1003,2026-02-08,L0024,novela negra;biografia,Fisico,Adulto,Central,7.0,0,9.0,
3026,2026-03-22,L0022,biografia;poesia,Fisico,Infantil,Central,7.0,0,7.0,Devuelto en perfecto estado
7509,07-06-26,L0044,novela negra;historica,Fisico,Adulto,Barrio Norte,30.0,0,0.0,"Muy solicitado, hay lista de espera"
401,26/01/2026,L0005,poesia,Fisico,Infantil,Barrio Sur,21.0,0,0.0,
8662,25-06-26,L0015,poesia,Fisico,Infantil,Barrio Sur,30.0,0,"5,0 dias",
2877,20/03/2026,L0014,historica,Fisico,Senior,Barrio Norte,14.0,0,0.0,
3636,2026-04-03,L0042,CIENCIA FICCION,Ebook,Senior,Central,14.0,0,0.0,
7648,2026-06-09,L0043,romantica;fantasia,Ebook,Adulto,Central,21.0,0,,
7817,11/06/2026,L0005,poesia,Fisico,Adulto,Barrio Sur,14.0,1,0.0,
7039,2026-05-31,L0043,romantica;fantasia,Audiolibro,Infantil,Central,14.0,1,0.0,
3754,2026-04-05,L0070,poesia;ensayo;juvenil,Fisico,Adulto,Barrio Norte,30.0,0,0.0,
6555,2026-05-23,L0019,terror,Fisico,Infantil,Central,30.0,2,0.0,
7963,2026-06-14,L0002,FANTASIA,Audiolibro,Infantil,BARRIO NORTE,14.0,0,0.0,
1251,2026-02-14,L0062,ciencia ficcion;novela negra,Ebook,Senior,Central,30.0,0,0.0,
8133,2026-06-16,L0081,poesia;fantasia;historica,Audiolibro,Senior,Barrio Norte,21.0,0,0.0,
3606,2026-04-03,L0055,poesia,Fisico,,Central,14.0,0,0.0,
60,17/01/2026,L0047,ciencia ficcion;novela negra;romantica,Fisico,Adulto,Barrio Norte,14.0,1,,
9383,05/07/2026,L0131,juvenil,Fisico,Adulto,Barrio Norte,21.0,0,0.0,"Muy solicitado, hay lista de espera"
1114,2026-02-11,L0115,biografia,Audiolibro,Senior,Barrio Sur,30.0,1,0.0,Le falta la sobrecubierta
3946,2026-04-09,L0046,ciencia ficcion,Fisico,Adulto,Barrio Sur,14.0,1,0.0,
9627,2026-07-09,L0010,ensayo;novela negra,Fisico,Adulto,Barrio Sur,30.0,2,0.0,
4666,2026-04-22,L0047,ciencia ficcion;novela negra;romantica,Fisico,Infantil,BARRIO SUR,21.0,0,16.0,
1329,15/02/2026,L0027,poesia;fantasia;historica,Ebook,Adulto,Central,30.0,0,0.0,"  Muy solicitado, hay lista de espera "
2151,04-03-26,L0019,terror,Fisico,Infantil,Barrio Norte,14.0,0,7.0,
9691,2026-07-10,L0010,ensayo;novela negra,Fisico,Infantil,Central,21.0,1,0.0,
2146,2026-03-04,L0033,ciencia ficcion;fantasia;romantica,Fisico,Adulto,Central,,1,1.0,El socio pide renovar otra vez
6443,2026-05-22,L0083,novela negra;poesia,Fisico,Adulto,Barrio Sur,14.0,0,0.0,
8184,2026-06-17,L0007,historica;novela negra,Fisico,Senior,Central,14.0,0,0.0,
5050,28-04-26,L0200,ciencia ficcion;fantasia;terror,Fisico,Infantil,Central,14.0,0,0.0,
7349,2026-06-05,L0039,TERROR;HISTORICA;BIOGRAFIA,Fisico,Infantil,barrio sur,7.0,2,0.0,
7697,2026-06-10,L0047,ciencia ficcion;novela negra;romantica,Fisico,Senior,Barrio Norte,14.0,0,3.0,
3413,2026-03-30,L0142,historica;juvenil,Ebook,Adulto,Barrio Norte,14.0,1,0.0,
1551,2026-02-20,L0200,ciencia ficcion;fantasia;terror,Ebook,Senior,Barrio Norte,21.0,0,0.0,Paginas subrayadas a lapiz
1010,2026-02-08,L0052,poesia;ensayo,Fisico,Adulto,Barrio Norte,7.0,1,0.0,
1834,2026-02-26,L0200,ciencia ficcion;fantasia;terror,Fisico,Senior,Central,7.0,1,0.0,
7388,05/06/2026,L0028,JUVENIL;NOVELA NEGRA;HISTORICA,Fisico,Adulto,Barrio Sur,14.0,0,6.0,
6096,16-05-26,L0134,romantica;novela negra;biografia,Ebook,Infantil,Central,7.0,0,0.0,
1613,21/02/2026,L0012,ciencia ficcion;romantica;terror,Fisico,Adulto,Central,30.0,0,,
9517,07/07/2026,L0028,juvenil;novela negra;historica,Ebook,Adulto,Barrio Sur,7.0,0,0.0,
4619,2026-04-21,L0136,novela negra;ensayo;ciencia ficcion,Ebook,Senior,Barrio Norte,30.0,0,0.0,
3025,22-03-26,L0029,fantasia;biografia,Ebook,Senior,Central,14.0,1,0.0,
6860,2026-05-28,L0094,biografia,Fisico,Infantil,Barrio Norte,14.0,1,0.0,
7160,02-06-26,L0119,novela negra;romantica,Fisico,Senior,Barrio Sur,14.0,0,0.0,
649,2026-01-31,L0174,juvenil,Fisico,Adulto,Barrio Norte,14.0,1,0.0,Paginas subrayadas a lapiz
1196,2026-02-12,L0200,ciencia ficcion;fantasia;terror,Fisico,Adulto,Barrio Sur,7.0,1,8.0,
9121,2026-07-02,L0007,historica;novela negra,Fisico,Senior,Barrio Sur,30.0,0,8.0,
880,2026-02-06,L0053,biografia;ensayo;novela negra,Fisico,Infantil,Central,21.0,1,0.0,
5894,2026-05-13,L0047,ciencia ficcion;novela negra;romantica,Fisico,Adulto,Barrio Sur,30.0,0,1.0,
2408,10-03-26,L0112,fantasia,Fisico,Adulto,Central,14.0,0,,
4623,2026-04-21,L0200,ciencia ficcion;fantasia;terror,Audiolibro,Infantil,Barrio Norte,14.0,1,0.0,
5456,05/05/2026,L0026,romantica;juvenil,Audiolibro,Adulto,Barrio Sur,14.0,0,0.0,
4412,2026-04-17,L0070,poesia;ensayo;juvenil,Fisico,Adulto,Central,30.0,1,0.0,
8069,2026-06-15,L0134,romantica;novela negra;biografia,Fisico,,Barrio Sur,30.0,1,1.0,
551,2026-01-29,L0032,poesia;novela negra,Fisico,Senior,Barrio Norte,14.0,0,0.0,
3602,03-04-26,L0053,biografia;ensayo;novela negra,Fisico,Adulto,Barrio Sur,14.0,1,0.0,
6715,2026-05-26,L0066,juvenil;biografia,Fisico,Senior,Barrio Sur,21.0,0,0.0,
884,2026-02-06,L0200,ciencia ficcion;fantasia;terror,Fisico,Senior,Central,14.0,2,,
2376,2026-03-09,L0025,fantasia,Fisico,Adulto,Central,14.0,0,3.0,
4585,2026-04-20,L0069,ciencia ficcion;fantasia,Fisico,Adulto,central,14.0,2,0.0,
4443,2026-04-18,L0028,juvenil;novela negra;historica,Fisico,Infantil,Barrio Sur,14.0,0,0.0,
212,21-01-26,L0019,terror,Ebook,Adulto,Barrio Norte,14.0,0,0.0,
3724,05/04/2026,L0110,juvenil;romantica;poesia,Fisico,Infantil,barrio sur,7.0,0,"0,0 dias",
6596,24-05-26,L0007,historica;novela negra,Ebook,Infantil,Central,14.0,0,0.0,
3046,2026-03-23,L0080,ciencia ficcion,Fisico,Adulto,Central,14.0,0,0.0,
3059,2026-03-23,L0034,  novela negra;terror ,Fisico,Infantil,Barrio Norte,21.0,0,0.0,
7925,2026-06-13,L0062,ciencia ficcion;novela negra,Ebook,Adulto,Barrio Norte,14.0,0,0.0,
9908,2026-07-13,L0010,ensayo;novela negra,Ebook,Infantil,Central,30.0,0,0.0,
8763,2026-06-27,L0033,ciencia ficcion;fantasia;romantica,Fisico,Adulto,Barrio Sur,21.0,0,0.0,
1439,2026-02-17,L0004,poesia;ensayo,Fisico,Adulto,Barrio Norte,14.0,0,0.0,
468,27-01-26,L0044,novela negra;historica,Fisico,Adulto,Barrio Norte,14.0,0,0.0,
5564,07-05-26,L0135,terror;romantica,Fisico,Adulto,Barrio Sur,30.0,1,0.0,
2620,2026-03-14,L0107,fantasia,Fisico,Adulto,Central,7.0,0,0.0,
4632,21-04-26,L0104,romantica;ciencia ficcion,Fisico,Adulto,Central,14.0,2,0.0,
8676,2026-06-25,L0044,novela negra;historica,Ebook,Infantil,Central,14.0,1,0.0,Le falta la sobrecubierta
697,2026-02-01,L0070,poesia;ensayo;juvenil,Fisico,Adulto,Barrio Sur,21.0,1,0.0,
3724,05/04/2026,L0110,juvenil;romantica;poesia,Fisico,Infantil,barrio sur,7.0,0,"0,0 dias",
4229,14/04/2026,L0152,novela negra;ciencia ficcion,Fisico,Adulto,Barrio Norte,30.0,1,0.0,
9215,03/07/2026,L0065,biografia,Fisico,Adulto,Barrio Sur,14.0,0,0.0,
4703,2026-04-22,L0027,poesia;fantasia;historica,Fisico,Infantil,Central,14.0,0,0.0,
6995,2026-05-30,L0137,ciencia ficcion;biografia,Fisico,Adulto,Barrio Sur,14.0,0,4.0,
1315,2026-02-15,L0044,novela negra;historica,Ebook,Adulto,Central,14.0,0,0.0,El socio pide renovar otra vez
9703,11/07/2026,L0200,ciencia ficcion;fantasia;terror,Ebook,Adulto,Central,7.0,0,0.0,
5762,2026-05-10,L0042,ciencia ficcion,Fisico,Infantil,Central,7.0,0,0.0,
2305,2026-03-08,L0141,historica;fantasia,Fisico,Infantil,Barrio Norte,21.0,0,0.0,
6697,2026-05-25,L0032,poesia;novela negra,Fisico,Infantil,Barrio Sur,21.0,0,0.0,
915,2026-02-07,L0063,terror;fantasia;poesia,Fisico,Adulto,Barrio Sur,7.0,0,0.0,
13,16/01/2026,L0134,romantica;novela negra;biografia,Fisico,Adulto,Barrio Norte,30.0,1,24.0,
2110,04-03-26,L0003,biografia;poesia,Fisico,Senior,Barrio Sur,7.0,1,500.0,paginas subrayadas a lapiz
8665,25-06-26,L0014,historica,Ebook,Adulto,Barrio Sur,14.0,1,0.0,
1537,20-02-26,L0017,ciencia ficcion;juvenil;novela negra,Fisico,Infantil,BARRIO SUR,30.0,0,0.0,Paginas subrayadas a lapiz
737,2026-02-02,L0022,biografia;poesia,Fisico,Adulto,Barrio Norte,,2,0.0,Le falta la sobrecubierta
8579,23-06-26,L0022,biografia;poesia,Fisico,Adulto,Barrio Sur,21.0,0,0.0,
8721,2026-06-26,L0032,poesia;novela negra,Fisico,Senior,Barrio Norte,21.0,1,0.0,Paginas subrayadas a lapiz
454,2026-01-27,L0028,juvenil;novela negra;historica,Fisico,Senior,Barrio Norte,21.0,0,2.0,Devuelto en perfecto estado
6074,2026-05-16,L0113,romantica;biografia,Fisico,Senior,Central,14.0,0,0.0,Devuelto en perfecto estado
928,2026-02-07,L0030,fantasia;historica;juvenil,Fisico,Infantil,Barrio Norte,21.0,2,21.0,Paginas subrayadas a lapiz
6940,29/05/2026,L0062,ciencia ficcion;novela negra,Fisico,Adulto,Central,21.0,0,3.0,
4529,2026-04-19,L0041,terror;biografia,Fisico,Adulto,Barrio Sur,30.0,0,0.0,
8732,2026-06-26,L0025,fantasia,Fisico,Adulto,Central,14.0,0,0.0,
6590,2026-05-24,L0115,biografia,Fisico,Adulto,Central,14.0,0,,
38,17-01-26,L0005,poesia,Fisico,Adulto,Barrio Norte,14.0,1,5.0,
3796,2026-04-06,L0200,ciencia ficcion;fantasia;terror,Fisico,Adulto,Barrio Sur,14.0,0,5.0,Devuelto en perfecto estado
2651,2026-03-15,L0024,novela negra;biografia,Audiolibro,Adulto,Barrio Sur,14.0,1,0.0,
8397,21-06-26,L0169,ensayo;romantica,Ebook,Senior,Barrio Norte,30.0,0,0.0,
2895,2026-03-20,L0024,novela negra;biografia,Fisico,Infantil,Barrio Sur,7.0,0,0.0,
4682,2026-04-22,L0051,juvenil;ensayo,Audiolibro,Adulto,Central,21.0,0,0.0,
941,2026-02-07,L0044,NOVELA NEGRA;HISTORICA,Audiolibro,Senior,Central,30.0,0,0.0,
4818,2026-04-25,L0034,novela negra;terror,Ebook,Adulto,Central,14.0,0,0.0,
6996,30-05-26,L0034,novela negra;terror,Fisico,Infantil,Barrio Sur,14.0,1,0.0,
8899,2026-06-28,L0016,historica,Fisico,Adulto,  Central ,14.0,0,0.0,
8497,2026-06-22,L0028,juvenil;novela negra;historica,Fisico,Infantil,Central,21.0,1,,
7202,02-06-26,L0061,historica;romantica,Ebook,Adulto,Barrio Sur,14.0,0,0.0,
7076,31/05/2026,L0020,fantasia;novela negra,Ebook,Adulto,Central,14.0,1,0.0,Ejemplar algo deteriorado
2329,2026-03-08,L0011,fantasia,Fisico,Adulto,Barrio Sur,14.0,2,0.0,
739,2026-02-02,L0045,romantica;ciencia ficcion,Fisico,Adulto,Barrio Norte,21.0,1,0.0,
539,2026-01-29,L0014,historica,Fisico,Senior,Barrio Norte,7.0,1,"19,0 dias",
9434,2026-07-06,L0051,juvenil;ensayo,Fisico,Adulto,Barrio Norte,30.0,0,0.0,"  Muy solicitado, hay lista de espera "
5517,2026-05-06,L0033,ciencia ficcion;fantasia;romantica,Fisico,Infantil,Barrio Sur,,1,0.0,
1401,17-02-26,L0056,ensayo;poesia,Fisico,,Barrio Norte,14.0,0,3.0,
4152,2026-04-12,L0056,ensayo;poesia,Ebook,Senior,Barrio Sur,14.0,0,0.0,
5229,2026-05-01,L0033,ciencia ficcion;fantasia;romantica,Fisico,Adulto,Barrio Norte,21.0,2,0.0,
3942,2026-04-09,L0106,juvenil;historica;novela negra,Ebook,Adulto,Barrio Norte,21.0,0,0.0,
4271,2026-04-15,L0133,historica;fantasia;poesia,Ebook,Adulto,Barrio Sur,14.0,0,0.0,
3685,2026-04-04,L0059,poesia;biografia,Fisico,Senior,Barrio Sur,7.0,1,7.0,
8162,2026-06-17,L0007,historica;novela negra,Fisico,Adulto,Barrio Norte,21.0,0,0.0,
6331,20/05/2026,L0200,ciencia ficcion;fantasia;terror,Fisico,Senior,Barrio Sur,14.0,0,0.0,Paginas subrayadas a lapiz
5437,2026-05-05,L0010,ensayo;novela negra,Fisico,Adulto,Central,7.0,0,0.0,
8592,24/06/2026,L0073,POESIA,Fisico,Adulto,Central,30.0,0,1.0,
4353,2026-04-17,L0053,biografia;ensayo;novela negra,Fisico,Adulto,Central,7.0,2,0.0,
2541,2026-03-13,L0007,historica;novela negra,Audiolibro,Senior,Central,14.0,1,0.0,
2458,2026-03-11,L0005,poesia,Fisico,Infantil,Barrio Sur,14.0,1,0.0,
4635,2026-04-21,L0019,terror,Ebook,Infantil,Barrio Norte,21.0,0,0.0,Ejemplar algo deteriorado
4122,2026-04-12,L0015,poesia,Ebook,Infantil,Central,7.0,0,0.0,
9825,2026-07-12,L0103,romantica;fantasia,Fisico,Infantil,Central,14.0,0,0.0,
2214,2026-03-06,L0102,romantica;novela negra;fantasia,Fisico,Infantil,Barrio Sur,7.0,0,1.0,
6769,2026-05-26,L0048,historica;ensayo,Ebook,Adulto,Central,14.0,0,0.0,
7501,2026-06-07,L0010,ensayo;novela negra,Fisico,Infantil,Barrio Sur,30.0,1,0.0,
6356,2026-05-20,L0056,ensayo;poesia,Fisico,Adulto,Central,7.0,0,,
4422,18/04/2026,L0050,romantica;ciencia ficcion,Ebook,Adulto,Central,21.0,1,0.0,
7175,2026-06-02,L0163,novela negra;romantica;biografia,Ebook,Senior,Barrio Norte,30.0,1,,
8303,2026-06-19,L0044,novela negra;historica,Fisico,Adulto,Central,21.0,0,0.0,
4731,2026-04-23,L0059,poesia;biografia,Ebook,Adulto,Barrio Sur,14.0,1,0.0,
8114,16/06/2026,L0062,CIENCIA FICCION;NOVELA NEGRA,Fisico,Adulto,Central,30.0,2,0.0,
5911,2026-05-13,L0003,biografia;poesia,Fisico,Adulto,Central,30.0,1,0.0,
9326,2026-07-05,L0062,ciencia ficcion;novela negra,Fisico,Infantil,Central,14.0,0,0.0,
1740,23-02-26,L0057,romantica,Fisico,Infantil,Barrio Norte,14.0,0,11.0,
4454,2026-04-18,L0158,biografia,Fisico,Adulto,  Central ,14.0,2,6.0,
9379,05-07-26,L0017,ciencia ficcion;juvenil;novela negra,Fisico,Senior,Barrio Sur,14.0,2,7.0,
3245,27/03/2026,L0010,ensayo;novela negra,Fisico,Infantil,Central,30.0,0,0.0,Le falta la sobrecubierta
2234,2026-03-06,L0062,ciencia ficcion;novela negra,Fisico,,Barrio Sur,30.0,0,0.0,
7257,03/06/2026,L0034,novela negra;terror,Fisico,Infantil,Barrio Norte,21.0,0,0.0,
5711,2026-05-10,L0200,ciencia ficcion;fantasia;terror,Ebook,Adulto,Barrio Norte,14.0,0,0.0,
2076,03-03-26,L0119,novela negra;romantica,Fisico,Infantil,Barrio Norte,14.0,0,0.0,Paginas subrayadas a lapiz
2755,2026-03-17,L0093,historica;fantasia,Ebook,Infantil,Central,14.0,0,"0,0 dias",
3709,2026-04-04,L0044,novela negra;historica,Fisico,Infantil,Central,14.0,0,0.0,
8385,20-06-26,L0019,terror,Fisico,Adulto,Barrio Norte,7.0,0,0.0,
1564,2026-02-20,L0080,ciencia ficcion,Ebook,Adulto,Barrio Norte,14.0,0,0.0,"Muy solicitado, hay lista de espera"
3081,23-03-26,L0045,romantica;ciencia ficcion,Fisico,Adulto,Barrio Norte,7.0,0,0.0,
2123,2026-03-04,L0090,  fantasia;romantica;ensayo ,Fisico,Infantil,Central,14.0,0,0.0,
6499,2026-05-23,L0164,juvenil;fantasia,Ebook,Adulto,Central,30.0,0,0.0,
5738,10/05/2026,L0145,poesia;historica,Fisico,Infantil,BARRIO NORTE,21.0,0,0.0,
6537,2026-05-23,L0106,juvenil;historica;novela negra,Fisico,Adulto,Barrio Norte,14.0,0,0.0,"Muy solicitado, hay lista de espera"
3838,2026-04-07,L0093,historica;fantasia,Fisico,,Barrio Norte,30.0,1,0.0,
2987,2026-03-22,L0049,poesia;novela negra,Fisico,Adulto,Barrio Norte,7.0,1,1.0,
2345,2026-03-08,L0023,juvenil;biografia,Ebook,Adulto,Barrio Norte,14.0,0,"0,0 dias",
7801,2026-06-11,L0200,ciencia ficcion;fantasia;terror,Ebook,Senior,Barrio Sur,14.0,0,0.0,
6993,2026-05-30,L0131,juvenil,Ebook,Adulto,Central,21.0,1,0.0,
9345,2026-07-05,L0062,ciencia ficcion;novela negra,Fisico,Infantil,Central,7.0,0,0.0,Paginas subrayadas a lapiz
3881,08/04/2026,L0012,ciencia ficcion;romantica;terror,Fisico,Senior,Barrio Sur,30.0,0,0.0,
3657,2026-04-04,L0200,ciencia ficcion;fantasia;terror,Fisico,Infantil,Central,21.0,1,0.0,
5361,2026-05-03,L0170,ciencia ficcion;novela negra,Fisico,Senior,Barrio Norte,30.0,1,6.0,
4437,2026-04-18,L0074,terror;biografia,Fisico,Adulto,Central,21.0,2,0.0,
1938,28-02-26,L0035,ciencia ficcion,Audiolibro,Infantil,Central,14.0,0,0.0,
4430,18/04/2026,L0007,historica;novela negra,Fisico,Senior,Barrio Sur,14.0,0,0.0,
8506,22/06/2026,L0088,biografia,Ebook,Adulto,Barrio Sur,14.0,0,0.0,Devuelto en perfecto estado
1347,2026-02-15,L0047,  ciencia ficcion;novela negra;romantica ,Fisico,Adulto,  Barrio Sur ,30.0,1,7.0,
7212,2026-06-03,L0016,historica,Fisico,Adulto,Barrio Norte,21.0,0,0.0,
9018,30-06-26,L0028,juvenil;novela negra;historica,Fisico,Adulto,Central,30.0,0,3.0,
9282,2026-07-04,L0038,poesia;ciencia ficcion,Ebook,Adulto,Barrio Norte,14.0,0,0.0,Le falta la sobrecubierta
793,2026-02-03,L0014,historica,Audiolibro,Adulto,Central,21.0,0,0.0,
1792,2026-02-25,L0010,ensayo;novela negra,Ebook,Senior,Barrio Sur,14.0,1,0.0,
3288,28-03-26,L0004,poesia;ensayo,Fisico,Senior,Barrio Sur,30.0,0,1.0,
9700,11/07/2026,L0200,ciencia ficcion;fantasia;terror,Fisico,Adulto,Barrio Norte,14.0,0,"1,0 dias",
8749,2026-06-26,L0034,novela negra;terror,Fisico,Infantil,Barrio Sur,30.0,0,0.0,
3252,27/03/2026,L0051,juvenil;ensayo,Fisico,Infantil,Central,14.0,0,0.0,El socio pide renovar otra vez
1818,2026-02-25,L0080,ciencia ficcion,Audiolibro,Adulto,Central,30.0,0,0.0,
